,ID,ResponseSet,Name,ExternalDataReference,EmailAddress,IPAddress,Status,StartDate,EndDate,Finished,MTurkCode,condition,text,name,consent,commit,frame_pov,time_pov_1,time_pov_2,time_pov_3,time_pov_4,frame_ind,time_ind_1,time_ind_2,time_ind_3,time_ind_4,frame.com,tim_com_1,tim_com_2,tim_com_3,tim_com_4,donation_pov_1,donation_pov_2,mission,encourage,statement1,stat.ladder_14,stat.me.N,stat.me.N_reversed,spot1,recip.improve,recip.impact,recip.ladder_14,comp.intro,check.wage,check.who,intro,priorgiving,age,gender,income,hhsize,educ,educ.parent,race,party,religion,religiosity,pwe_4,usemoney,feedback.survey,code,LocationLatitude,LocationLongitude,LocationAccuracy,in.progress,survey.id,failchecks,usa.ip,dup_IP,stat.me
1308,FS_31ykaBfmkuFr5Mn,,Anonymous,,,,0,12/15/18 17:19,12/15/18 17:32,1,,poverty,"The goal of the <strong>Poverty Alleviation Organization</strong> is to alleviate poverty and reduce financial hardship among the poor. This organization believes that people living in poverty should be given income support to help them meet their basic needs. This organization aims to help promote a decent standard of living among the poor and help them deal with emergencies.<BR><BR>Thus, the Poverty Alleviation Organization gives financial assistance to people to help them make ends meet. For example, with the financial assistance, people might be able to struggle less to afford basic needs, like paying off debts, paying rent, and buying clothes and food. <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial assistance to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.",Poverty Alleviation Organization,1,1,1,0,0,120.817,0,,,,,,,,,,,75,25,1,5,1,5,,3,2,5,1,1,1,2,1,1,1,24,2,30000,4,3,3,3,3,6,2,2,Food,No,,,,,1,FS_31ykaBfmkuFr5Mn,FALSE,,FALSE,3
1309,FS_1Oy7RtZZGUkbEbS,,Anonymous,,,,0,12/15/18 17:19,12/15/18 17:25,1,,individual,"The goal of the <strong>Individual Empowerment Organization</strong>  is to promote individuals' potential to create a better future for themselves. The organization believes that individuals are wise and know best how to help themselves become self-reliant if they have the financial resources to do so. This organization aims to empower individuals to pursue their personal interests and create their own path to independence. <BR><BR>Thus, the Individual Empowerment Organization gives financial resources to individuals to enable them to invest in their personal goals. For example, people might use their unique talents to start a self-run business, invest in job training courses, or create art.  <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial resources to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.",Individual Empowerment Organization,1,1,,,,,,1,0,0,54.788,0,,,,,,84,16,1,3,1,9,3,,2,2,1,3,1,1,1,1,1,45,2,50000,3,4,5,1,3,1,3,2,supplies they need to start their business,,,,,,1,FS_1Oy7RtZZGUkbEbS,FALSE,,FALSE,3
1310,FS_6rEGHFeilSxRo8F,,Anonymous,,,,0,12/15/18 17:21,12/15/18 17:45,1,,individual,"The goal of the <strong>Individual Empowerment Organization</strong>  is to promote individuals' potential to create a better future for themselves. The organization believes that individuals are wise and know best how to help themselves become self-reliant if they have the financial resources to do so. This organization aims to empower individuals to pursue their personal interests and create their own path to independence. <BR><BR>Thus, the Individual Empowerment Organization gives financial resources to individuals to enable them to invest in their personal goals. For example, people might use their unique talents to start a self-run business, invest in job training courses, or create art.  <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial resources to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.",Individual Empowerment Organization,1,1,,,,,,1,4.08,54.105,56.123,11,,,,,,80,20,1,4,1,6,,4,2,3,1,1,1,1,1,1,1,28,2,70000,,3,6,1,2,6,4,2,Self improvement ,,,,,,1,FS_6rEGHFeilSxRo8F,FALSE,,FALSE,4
1311,FS_2D2kdkUrHjo7e2x,,Anonymous,,,,0,12/15/18 17:22,12/15/18 17:29,1,,poverty,"The goal of the <strong>Poverty Alleviation Organization</strong> is to alleviate poverty and reduce financial hardship among the poor. This organization believes that people living in poverty should be given income support to help them meet their basic needs. This organization aims to help promote a decent standard of living among the poor and help them deal with emergencies.<BR><BR>Thus, the Poverty Alleviation Organization gives financial assistance to people to help them make ends meet. For example, with the financial assistance, people might be able to struggle less to afford basic needs, like paying off debts, paying rent, and buying clothes and food. <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial assistance to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.",Poverty Alleviation Organization,1,1,1,0,0,32.679,0,,,,,,,,,,,1,99,1,4,1,9,4,,2,5,3,2,1,1,1,1,2,55,1,130000,3,7,5,2,1,2,2,2,"Food, clothing",I did not find this survey to be confusing.,,,,,1,FS_2D2kdkUrHjo7e2x,FALSE,,FALSE,4
1312,FS_2VaRBo3pxiYPsg5,,Anonymous,,,,0,12/15/18 17:22,12/16/18 06:30,1,,community,"The goal of the <strong>Community Empowerment Organization</strong> is to enable people to help promote better futures for those they care about and want to support most. The organization believes that people know best how to support each other and grow together if they have financial resources to do so. This organization aims to empower people to improve their own lives and those of the people and communities they care about most. <BR><BR>Thus, the Community Empowerment Organization gives financial resources to community members to enable them to contribute positively to the lives of people important to them. For example, when people can invest in themselves, they are better able to expand employment opportunities for others, provide valuable services to their community, or teach others, including children, useful skills and knowledge. <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial resources to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.",Community Empowerment Organization,1,1,,,,,,,,,,,1,48.013,129.845,131.747,5,0,100,1,5,1,4,,5,4,2,2,1,1,1,1,1,3,47,2,50000,3,4,5,1,3,6,2,2,"education, farming, infrastructure",survey was not confusing at all.,,,,,1,FS_2VaRBo3pxiYPsg5,FALSE,,FALSE,5
1313,FS_2BhRX92eb1caNPy,,Anonymous,,,,0,12/15/18 17:23,12/15/18 17:47,1,,poverty,"The goal of the <strong>Poverty Alleviation Organization</strong> is to alleviate poverty and reduce financial hardship among the poor. This organization believes that people living in poverty should be given income support to help them meet their basic needs. This organization aims to help promote a decent standard of living among the poor and help them deal with emergencies.<BR><BR>Thus, the Poverty Alleviation Organization gives financial assistance to people to help them make ends meet. For example, with the financial assistance, people might be able to struggle less to afford basic needs, like paying off debts, paying rent, and buying clothes and food. <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial assistance to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.",Poverty Alleviation Organization,1,1,1,0,0,58.304,0,,,,,,,,,,,90,10,1,4,1,4,,7,4,5,1,1,1,1,1,1,1,48,2,10000,1,5,4,3,3,6,3,2,basic necessities like food,no,,,,,1,FS_2BhRX92eb1caNPy,FALSE,,FALSE,7
1314,FS_3pfZY1WjQ0ROGuY,,Anonymous,,,,0,12/15/18 17:23,12/15/18 17:30,1,,individual,"The goal of the <strong>Individual Empowerment Organization</strong>  is to promote individuals' potential to create a better future for themselves. The organization believes that individuals are wise and know best how to help themselves become self-reliant if they have the financial resources to do so. This organization aims to empower individuals to pursue their personal interests and create their own path to independence. <BR><BR>Thus, the Individual Empowerment Organization gives financial resources to individuals to enable them to invest in their personal goals. For example, people might use their unique talents to start a self-run business, invest in job training courses, or create art.  <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial resources to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.",Individual Empowerment Organization,1,1,,,,,,1,0,0,24.38,0,,,,,,0,100,1,5,1,7,,7,,4,4,1,1,1,1,1,2,37,1,30000,1,4,5,1,2,6,1,2,necessities,,,,,,1,FS_3pfZY1WjQ0ROGuY,FALSE,,FALSE,7
1315,FS_svuTIS1ugipqNBD,,Anonymous,,,,0,12/15/18 17:26,12/15/18 17:33,1,,individual,"The goal of the <strong>Individual Empowerment Organization</strong>  is to promote individuals' potential to create a better future for themselves. The organization believes that individuals are wise and know best how to help themselves become self-reliant if they have the financial resources to do so. This organization aims to empower individuals to pursue their personal interests and create their own path to independence. <BR><BR>Thus, the Individual Empowerment Organization gives financial resources to individuals to enable them to invest in their personal goals. For example, people might use their unique talents to start a self-run business, invest in job training courses, or create art.  <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial resources to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.",Individual Empowerment Organization,1,1,,,,,,1,0,0,56.197,0,,,,,,100,0,1,1,1,5,,2,1,5,3,2,1,1,1,1,2,31,2,50000,3,5,5,1,3,6,1,2,Probably for daily living expenses rather than on art or business.,The survey was easy to understand and complete.,,,,,1,FS_svuTIS1ugipqNBD,FALSE,,FALSE,2
1316,FS_1NeQfcxxVca08jW,,Anonymous,,,,0,12/15/18 17:27,12/15/18 17:47,1,,community,"The goal of the <strong>Community Empowerment Organization</strong> is to enable people to help promote better futures for those they care about and want to support most. The organization believes that people know best how to support each other and grow together if they have financial resources to do so. This organization aims to empower people to improve their own lives and those of the people and communities they care about most. <BR><BR>Thus, the Community Empowerment Organization gives financial resources to community members to enable them to contribute positively to the lives of people important to them. For example, when people can invest in themselves, they are better able to expand employment opportunities for others, provide valuable services to their community, or teach others, including children, useful skills and knowledge. <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial resources to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.",Community Empowerment Organization,1,1,,,,,,,,,,,1,0,0,59.482,0,100,0,1,1,1,10,,2,2,5,5,2,1,1,1,1,2,33,1,70000,1,5,5,1,3,1,4,2,"It is perhaps a few days wages, given one time only, (at random?). My guess is they either use it for gifts or save it.","People who give to international organizations on a regular basis likely are going to compare the mission statement and strategy of the (hypothetical?) organization you describe in the study with the organizations they already support. Will what you are trying to measure be skewed by a person stating they will not donate any money to the organization named specifically because they believe the $100 (or whatever potion they'd choose to donate) will be better spent/invested by a different organization? If so, you need to add a third option (I will donate to x dollars to another organization).",,,,,1,FS_1NeQfcxxVca08jW,FALSE,,FALSE,2
1317,FS_1dMoucxOBEkeQRK,,Anonymous,,,,0,12/15/18 17:28,12/15/18 17:37,1,,individual,"The goal of the <strong>Individual Empowerment Organization</strong>  is to promote individuals' potential to create a better future for themselves. The organization believes that individuals are wise and know best how to help themselves become self-reliant if they have the financial resources to do so. This organization aims to empower individuals to pursue their personal interests and create their own path to independence. <BR><BR>Thus, the Individual Empowerment Organization gives financial resources to individuals to enable them to invest in their personal goals. For example, people might use their unique talents to start a self-run business, invest in job training courses, or create art.  <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial resources to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.",Individual Empowerment Organization,1,1,,,,,,1,0,0,99.662,0,,,,,,100,0,1,3,1,3,2,,2,2,1,1,1,1,1,1,1,23,1,30000,3,3,2,2,1,6,1,2,"Themselves. Skills, jobs and investments.",everything is good.,,,,,1,FS_1dMoucxOBEkeQRK,FALSE,,FALSE,2
1318,FS_2arhNSfpK9wsiz1,,Anonymous,,,,0,12/15/18 17:29,12/15/18 18:16,1,,community,"The goal of the <strong>Community Empowerment Organization</strong> is to enable people to help promote better futures for those they care about and want to support most. The organization believes that people know best how to support each other and grow together if they have financial resources to do so. This organization aims to empower people to improve their own lives and those of the people and communities they care about most. <BR><BR>Thus, the Community Empowerment Organization gives financial resources to community members to enable them to contribute positively to the lives of people important to them. For example, when people can invest in themselves, they are better able to expand employment opportunities for others, provide valuable services to their community, or teach others, including children, useful skills and knowledge. <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial resources to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.",Community Empowerment Organization,1,1,,,,,,,,,,,1,0,0,17.356,0,80,20,1,4,1,6,1,,1,2,3,6,1,2,1,1,1,50,2,50000,1,5,4,3,3,6,3,2,to help the people,no,,,,,1,FS_2arhNSfpK9wsiz1,FALSE,,FALSE,1
1319,FS_1DHmli3ych5uJv3,,Anonymous,,,,0,12/15/18 17:30,12/15/18 17:34,1,,individual,"The goal of the <strong>Individual Empowerment Organization</strong>  is to promote individuals' potential to create a better future for themselves. The organization believes that individuals are wise and know best how to help themselves become self-reliant if they have the financial resources to do so. This organization aims to empower individuals to pursue their personal interests and create their own path to independence. <BR><BR>Thus, the Individual Empowerment Organization gives financial resources to individuals to enable them to invest in their personal goals. For example, people might use their unique talents to start a self-run business, invest in job training courses, or create art.  <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial resources to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.",Individual Empowerment Organization,1,1,,,,,,1,0,0,39.87,0,,,,,,50,50,1,3,1,8,,4,2,2,2,2,1,2,1,1,3,37,2,110000,3,5,5,1,2,1,2,2,"food, shelter, clothing, things for their families",,,,,,1,FS_1DHmli3ych5uJv3,FALSE,,FALSE,4
1320,FS_27wlCLmdIcwFT1i,,Anonymous,,,,0,12/15/18 17:31,12/15/18 17:36,1,,community,"The goal of the <strong>Community Empowerment Organization</strong> is to enable people to help promote better futures for those they care about and want to support most. The organization believes that people know best how to support each other and grow together if they have financial resources to do so. This organization aims to empower people to improve their own lives and those of the people and communities they care about most. <BR><BR>Thus, the Community Empowerment Organization gives financial resources to community members to enable them to contribute positively to the lives of people important to them. For example, when people can invest in themselves, they are better able to expand employment opportunities for others, provide valuable services to their community, or teach others, including children, useful skills and knowledge. <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial resources to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.",Community Empowerment Organization,1,1,,,,,,,,,,,1,0,0,25.148,0,5,95,1,2,1,8,,4,2,2,1,1,1,2,1,1,3,36,1,150000,2,5,5,1,2,2,2,2,"Food, Water, shelter",,,,,,1,FS_27wlCLmdIcwFT1i,FALSE,,FALSE,4
1321,FS_27OObFZxLGGwZ2D,,Anonymous,,,,0,12/15/18 17:32,12/15/18 17:37,1,,poverty,"The goal of the <strong>Poverty Alleviation Organization</strong> is to alleviate poverty and reduce financial hardship among the poor. This organization believes that people living in poverty should be given income support to help them meet their basic needs. This organization aims to help promote a decent standard of living among the poor and help them deal with emergencies.<BR><BR>Thus, the Poverty Alleviation Organization gives financial assistance to people to help them make ends meet. For example, with the financial assistance, people might be able to struggle less to afford basic needs, like paying off debts, paying rent, and buying clothes and food. <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial assistance to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.",Poverty Alleviation Organization,1,1,1,0,0,25.235,0,,,,,,,,,,,50,50,1,3,1,9,,4,2,4,2,2,1,1,1,1,2,40,2,90000,7,6,7,1,3,6,2,2,food,,,,,,1,FS_27OObFZxLGGwZ2D,FALSE,,FALSE,4
1322,FS_2tortjMPD7dItLl,,Anonymous,,,,0,12/15/18 17:33,12/15/18 17:38,1,,community,"The goal of the <strong>Community Empowerment Organization</strong> is to enable people to help promote better futures for those they care about and want to support most. The organization believes that people know best how to support each other and grow together if they have financial resources to do so. This organization aims to empower people to improve their own lives and those of the people and communities they care about most. <BR><BR>Thus, the Community Empowerment Organization gives financial resources to community members to enable them to contribute positively to the lives of people important to them. For example, when people can invest in themselves, they are better able to expand employment opportunities for others, provide valuable services to their community, or teach others, including children, useful skills and knowledge. <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial resources to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.",Community Empowerment Organization,1,1,,,,,,,,,,,1,16.896,38.5,39.965,6,4,96,1,3,1,6,,4,1,5,5,3,1,1,1,1,2,26,1,50000,3,3,3,5,4,6,5,2,Food,,,,,,1,FS_2tortjMPD7dItLl,FALSE,,FALSE,4
1323,FS_XR61p7Y0cKBI3Wp,,Anonymous,,,,0,12/15/18 17:33,12/15/18 17:37,1,,poverty,"The goal of the <strong>Poverty Alleviation Organization</strong> is to alleviate poverty and reduce financial hardship among the poor. This organization believes that people living in poverty should be given income support to help them meet their basic needs. This organization aims to help promote a decent standard of living among the poor and help them deal with emergencies.<BR><BR>Thus, the Poverty Alleviation Organization gives financial assistance to people to help them make ends meet. For example, with the financial assistance, people might be able to struggle less to afford basic needs, like paying off debts, paying rent, and buying clothes and food. <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial assistance to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.",Poverty Alleviation Organization,1,1,1,25.436,36.718,41.929,3,,,,,,,,,,,80,20,1,4,1,5,,5,2,6,3,2,1,1,1,1,1,23,1,30000,3,3,3,3,3,6,1,2,Food and things they need to live.,,,,,,1,FS_XR61p7Y0cKBI3Wp,FALSE,,FALSE,5
1324,FS_2zcqpFEAPhIZpjZ,,Anonymous,,,,0,12/15/18 17:35,12/15/18 18:10,1,,community,"The goal of the <strong>Community Empowerment Organization</strong> is to enable people to help promote better futures for those they care about and want to support most. The organization believes that people know best how to support each other and grow together if they have financial resources to do so. This organization aims to empower people to improve their own lives and those of the people and communities they care about most. <BR><BR>Thus, the Community Empowerment Organization gives financial resources to community members to enable them to contribute positively to the lives of people important to them. For example, when people can invest in themselves, they are better able to expand employment opportunities for others, provide valuable services to their community, or teach others, including children, useful skills and knowledge. <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial resources to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.",Community Empowerment Organization,1,1,,,,,,,,,,,1,0,0,630.898,0,75,25,1,4,1,4,4,,2,5,5,1,1,1,1,1,1,35,1,70000,3,5,5,3,2,6,1,2,Daily needs.  Food and supplies.,It was not confusing,,,,,1,FS_2zcqpFEAPhIZpjZ,FALSE,,FALSE,4
1325,FS_1IFoYyyXluJenp1,,Anonymous,,,,0,12/15/18 17:35,12/15/18 17:41,1,,community,"The goal of the <strong>Community Empowerment Organization</strong> is to enable people to help promote better futures for those they care about and want to support most. The organization believes that people know best how to support each other and grow together if they have financial resources to do so. This organization aims to empower people to improve their own lives and those of the people and communities they care about most. <BR><BR>Thus, the Community Empowerment Organization gives financial resources to community members to enable them to contribute positively to the lives of people important to them. For example, when people can invest in themselves, they are better able to expand employment opportunities for others, provide valuable services to their community, or teach others, including children, useful skills and knowledge. <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial resources to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.",Community Empowerment Organization,1,1,,,,,,,,,,,1,31.691,31.691,42.798,1,50,50,1,3,1,7,,7,4,3,4,2,1,2,1,1,3,42,2,30000,1,5,5,1,2,1,4,2,whatever they need most,The second to last question was very difficult to answer. There are people with unfortunate circumstances but there are also people who are very lazy.,,,,,1,FS_1IFoYyyXluJenp1,FALSE,,FALSE,7
1326,FS_31HktNvXFzViBKL,,Anonymous,,,,0,12/15/18 17:35,12/15/18 17:43,1,,individual,"The goal of the <strong>Individual Empowerment Organization</strong>  is to promote individuals' potential to create a better future for themselves. The organization believes that individuals are wise and know best how to help themselves become self-reliant if they have the financial resources to do so. This organization aims to empower individuals to pursue their personal interests and create their own path to independence. <BR><BR>Thus, the Individual Empowerment Organization gives financial resources to individuals to enable them to invest in their personal goals. For example, people might use their unique talents to start a self-run business, invest in job training courses, or create art.  <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial resources to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.",Individual Empowerment Organization,1,1,,,,,,1,22.765,55.386,58.528,7,,,,,,30,70,1,3,1,4,4,,2,5,2,1,1,2,1,1,1,31,1,50000,3,3,5,1,2,6,1,2,Food and clothing,"No, the survey was laid out well.",,,,,1,FS_31HktNvXFzViBKL,FALSE,,FALSE,4
1327,FS_2vjLjRtYpYKkJZE,,Anonymous,,,,0,12/15/18 17:36,12/15/18 17:42,1,,poverty,"The goal of the <strong>Poverty Alleviation Organization</strong> is to alleviate poverty and reduce financial hardship among the poor. This organization believes that people living in poverty should be given income support to help them meet their basic needs. This organization aims to help promote a decent standard of living among the poor and help them deal with emergencies.<BR><BR>Thus, the Poverty Alleviation Organization gives financial assistance to people to help them make ends meet. For example, with the financial assistance, people might be able to struggle less to afford basic needs, like paying off debts, paying rent, and buying clothes and food. <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial assistance to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.",Poverty Alleviation Organization,1,1,1,0,0,121.445,0,,,,,,,,,,,50,50,1,3,1,5,,5,4,5,2,1,1,1,1,1,3,29,1,50000,4,3,5,1,2,1,1,2,Food,,,,,,1,FS_2vjLjRtYpYKkJZE,FALSE,,FALSE,5
1328,FS_2ts4tiVvnJc6VcX,,Anonymous,,,,0,12/15/18 17:37,12/15/18 17:42,1,,individual,"The goal of the <strong>Individual Empowerment Organization</strong>  is to promote individuals' potential to create a better future for themselves. The organization believes that individuals are wise and know best how to help themselves become self-reliant if they have the financial resources to do so. This organization aims to empower individuals to pursue their personal interests and create their own path to independence. <BR><BR>Thus, the Individual Empowerment Organization gives financial resources to individuals to enable them to invest in their personal goals. For example, people might use their unique talents to start a self-run business, invest in job training courses, or create art.  <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial resources to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.",Individual Empowerment Organization,1,1,,,,,,1,0,0,34.518,0,,,,,,10,90,1,3,1,6,,5,4,4,2,2,1,1,1,1,1,39,2,130000,5,5,6,5,3,6,3,2,"Basic necessities of life, i.e. food, clothing, transportation, etc.",,,,,,1,FS_2ts4tiVvnJc6VcX,FALSE,,FALSE,5
1329,FS_2cqOWhQ7FHsq5Ez,,Anonymous,,,,0,12/15/18 17:38,12/15/18 17:45,1,,community,"The goal of the <strong>Community Empowerment Organization</strong> is to enable people to help promote better futures for those they care about and want to support most. The organization believes that people know best how to support each other and grow together if they have financial resources to do so. This organization aims to empower people to improve their own lives and those of the people and communities they care about most. <BR><BR>Thus, the Community Empowerment Organization gives financial resources to community members to enable them to contribute positively to the lives of people important to them. For example, when people can invest in themselves, they are better able to expand employment opportunities for others, provide valuable services to their community, or teach others, including children, useful skills and knowledge. <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial resources to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.",Community Empowerment Organization,1,1,,,,,,,,,,,1,1.743,60.207,63.09,9,50,50,1,4,1,8,,5,2,4,1,1,1,1,1,1,2,31,2,30000,1,6,6,1,2,2,1,2,Mothers will spend it on their children. Fathers and other men will spend it on alcohol and tobacco.,"No, thank you.",,,,,1,FS_2cqOWhQ7FHsq5Ez,FALSE,,FALSE,5
1330,FS_3HqzZZDRIZl1qnK,,Anonymous,,,,0,12/15/18 17:42,12/15/18 17:48,1,,individual,"The goal of the <strong>Individual Empowerment Organization</strong>  is to promote individuals' potential to create a better future for themselves. The organization believes that individuals are wise and know best how to help themselves become self-reliant if they have the financial resources to do so. This organization aims to empower individuals to pursue their personal interests and create their own path to independence. <BR><BR>Thus, the Individual Empowerment Organization gives financial resources to individuals to enable them to invest in their personal goals. For example, people might use their unique talents to start a self-run business, invest in job training courses, or create art.  <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial resources to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.",Individual Empowerment Organization,1,1,,,,,,1,0,0,107.103,0,,,,,,90,10,1,5,1,6,7,,,1,1,2,1,1,1,1,1,22,1,50000,3,3,1,2,2,1,2,2,"Nessicities such as food, water, shelter",,,,,,1,FS_3HqzZZDRIZl1qnK,FALSE,,FALSE,7
1331,FS_2fq6j84UJPMp5VZ,,Anonymous,,,,0,12/15/18 17:42,12/15/18 17:46,1,,individual,"The goal of the <strong>Individual Empowerment Organization</strong>  is to promote individuals' potential to create a better future for themselves. The organization believes that individuals are wise and know best how to help themselves become self-reliant if they have the financial resources to do so. This organization aims to empower individuals to pursue their personal interests and create their own path to independence. <BR><BR>Thus, the Individual Empowerment Organization gives financial resources to individuals to enable them to invest in their personal goals. For example, people might use their unique talents to start a self-run business, invest in job training courses, or create art.  <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial resources to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.",Individual Empowerment Organization,1,1,,,,,,1,0,0,33.587,0,,,,,,20,80,1,3,1,5,5,,4,5,3,1,1,1,1,1,2,25,2,70000,2,3,5,5,2,1,2,2,Living expenses,,,,,,1,FS_2fq6j84UJPMp5VZ,FALSE,,FALSE,5
1332,FS_27Uvej5ryoUTtfD,,Anonymous,,,,0,12/15/18 17:43,12/15/18 17:52,1,,individual,"The goal of the <strong>Individual Empowerment Organization</strong>  is to promote individuals' potential to create a better future for themselves. The organization believes that individuals are wise and know best how to help themselves become self-reliant if they have the financial resources to do so. This organization aims to empower individuals to pursue their personal interests and create their own path to independence. <BR><BR>Thus, the Individual Empowerment Organization gives financial resources to individuals to enable them to invest in their personal goals. For example, people might use their unique talents to start a self-run business, invest in job training courses, or create art.  <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial resources to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.",Individual Empowerment Organization,1,1,,,,,,1,1.264,56.517,60.18,9,,,,,,50,50,1,4,1,5,,4,2,3,1,2,1,2,1,1,1,28,2,30000,1,5,2,3,4,6,3,2,A better living. It will help their financial situations.,No,,,,,1,FS_27Uvej5ryoUTtfD,FALSE,,FALSE,4
