"","NA.","ID","ResponseSet","Name","ExternalDataReference","EmailAddress","IPAddress","Status","StartDate","EndDate","Finished","MTurkCode","condition","text","name","consent","commit","frame_pov","time_pov_1","time_pov_2","time_pov_3","time_pov_4","frame_ind","time_ind_1","time_ind_2","time_ind_3","time_ind_4","frame.com","tim_com_1","tim_com_2","tim_com_3","tim_com_4","donation_pov_1","donation_pov_2","mission","encourage","statement1","stat.ladder_14","stat.me.N","stat.me.N_reversed","spot1","recip.improve","recip.impact","recip.ladder_14","comp.intro","check.wage","check.who","intro","priorgiving","age","gender","income","hhsize","educ","educ.parent","race","party","religion","religiosity","pwe_4","usemoney","feedback.survey","code","LocationLatitude","LocationLongitude","LocationAccuracy","in.progress","survey.id","failchecks","usa.ip","dup_IP","stat.me","treat","pov","ind","com","donation_me","donation_org","donated","donor_status","recip.impact_r","recip.improve_r","recip.ladder_r","priordonor","gen.fem","income.hh","hi.income.hh","hi.income","edu.self.ba","edu.par.ba","race.minor","is.religi","is.chr","is.dem","priordonor.c","gen.fem.c","hi.income.hh.c","edu.self.ba.c","race.minor.c","is.religi.c","is.chr.c","is.dem.c"
"11",11,"R_3hzlJLJhHWd0sP0","Default Response Set","Anonymous",NA,NA,NA,0,"12/15/18 15:04","12/15/18 15:08",1,NA,"poverty","The goal of the <strong>Poverty Alleviation Organization</strong> is to alleviate poverty and reduce financial hardship among the poor. This organization believes that people living in poverty should be given income support to help them meet their basic needs. This organization aims to help promote a decent standard of living among the poor and help them deal with emergencies.<BR><BR>Thus, the Poverty Alleviation Organization gives financial assistance to people to help them make ends meet. For example, with the financial assistance, people might be able to struggle less to afford basic needs, like paying off debts, paying rent, and buying clothes and food. <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial assistance to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.","Poverty Alleviation Organization",1,1,1,3.94,16.179,50.47,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,50,1,4,1,5,NA,6,3,5,1,1,1,2,1,1,1,31,2,30000,2,3,2,1,3,6,1,2,"Helping people in the slums with financial assistance","no",1,NA,NA,NA,0,"R_3hzlJLJhHWd0sP0",FALSE,NA,FALSE,6,"Pov",1,0,0,50,50,TRUE,5,7,3,10,0,1,21213.2034355964,0,0,0,0,0,0,1,1,-0.470631424375918,0.484937545922116,-0.488921713441654,-0.545187362233652,-0.258633357825129,-0.386480529022777,0.483468038207201,0.563556208670096
"12",12,"R_3n9i4dyDOuuCjYV","Default Response Set","Anonymous",NA,NA,NA,0,"12/15/18 15:03","12/15/18 15:08",1,NA,"individual","The goal of the <strong>Individual Empowerment Organization</strong>  is to promote individuals' potential to create a better future for themselves. The organization believes that individuals are wise and know best how to help themselves become self-reliant if they have the financial resources to do so. This organization aims to empower individuals to pursue their personal interests and create their own path to independence. <BR><BR>Thus, the Individual Empowerment Organization gives financial resources to individuals to enable them to invest in their personal goals. For example, people might use their unique talents to start a self-run business, invest in job training courses, or create art.  <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial resources to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.","Individual Empowerment Organization",1,1,NA,NA,NA,NA,NA,1,0,0,33.373,0,NA,NA,NA,NA,NA,0,100,1,4,1,5,4,NA,2,5,1,1,1,1,1,1,2,40,1,70000,3,4,2,1,2,6,1,2,"Most likely food.",NA,1,NA,NA,NA,0,"R_3n9i4dyDOuuCjYV",FALSE,NA,FALSE,4,"Ind",0,1,0,0,100,TRUE,5,7,3,10,1,0,40414.5188432738,1,1,0,0,0,0,1,0,0.529368575624082,-0.515062454077884,0.511078286558346,-0.545187362233652,-0.258633357825129,-0.386480529022777,0.483468038207201,-0.436443791329904
"13",13,"R_3DjOFafugZCqzzn","Default Response Set","Anonymous",NA,NA,NA,0,"12/15/18 15:04","12/15/18 15:08",1,NA,"poverty","The goal of the <strong>Poverty Alleviation Organization</strong> is to alleviate poverty and reduce financial hardship among the poor. This organization believes that people living in poverty should be given income support to help them meet their basic needs. This organization aims to help promote a decent standard of living among the poor and help them deal with emergencies.<BR><BR>Thus, the Poverty Alleviation Organization gives financial assistance to people to help them make ends meet. For example, with the financial assistance, people might be able to struggle less to afford basic needs, like paying off debts, paying rent, and buying clothes and food. <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial assistance to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.","Poverty Alleviation Organization",1,1,1,0,0,32.52,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,50,1,4,1,6,4,NA,2,2,1,1,1,1,1,1,2,58,2,50000,2,3,7,1,3,1,2,2,"Food, necessities",NA,1,NA,NA,NA,0,"R_3DjOFafugZCqzzn",FALSE,NA,FALSE,4,"Pov",1,0,0,50,50,TRUE,6,7,6,10,1,1,35355.3390593274,1,0,0,1,0,0,0,1,0.529368575624082,0.484937545922116,0.511078286558346,-0.545187362233652,-0.258633357825129,-0.386480529022777,-0.516531961792799,0.563556208670096
"14",14,"R_2dNfmSqI2wIaGCV","Default Response Set","Anonymous",NA,NA,NA,0,"12/15/18 15:03","12/15/18 15:09",1,NA,"community","The goal of the <strong>Community Empowerment Organization</strong> is to enable people to help promote better futures for those they care about and want to support most. The organization believes that people know best how to support each other and grow together if they have financial resources to do so. This organization aims to empower people to improve their own lives and those of the people and communities they care about most. <BR><BR>Thus, the Community Empowerment Organization gives financial resources to community members to enable them to contribute positively to the lives of people important to them. For example, when people can invest in themselves, they are better able to expand employment opportunities for others, provide valuable services to their community, or teach others, including children, useful skills and knowledge. <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial resources to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.","Community Empowerment Organization",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,20.471,0,100,0,1,1,1,5,1,NA,2,5,5,5,1,2,1,1,1,32,2,10000,2,2,1,1,1,2,5,2,"dont know.. I fell there is a lot of starving people in america,, children and elderly",NA,1,NA,NA,NA,0,"R_2dNfmSqI2wIaGCV",FALSE,NA,FALSE,1,"Com",0,0,1,100,0,FALSE,5,3,3,6,0,1,7071.06781186548,0,0,0,0,0,1,0,0,-0.470631424375918,0.484937545922116,-0.488921713441654,-0.545187362233652,-0.258633357825129,0.613519470977223,-0.516531961792799,-0.436443791329904
"15",15,"R_12ybngD97UfkyGc","Default Response Set","Anonymous",NA,NA,NA,0,"12/15/18 15:03","12/15/18 15:09",1,NA,"individual","The goal of the <strong>Individual Empowerment Organization</strong>  is to promote individuals' potential to create a better future for themselves. The organization believes that individuals are wise and know best how to help themselves become self-reliant if they have the financial resources to do so. This organization aims to empower individuals to pursue their personal interests and create their own path to independence. <BR><BR>Thus, the Individual Empowerment Organization gives financial resources to individuals to enable them to invest in their personal goals. For example, people might use their unique talents to start a self-run business, invest in job training courses, or create art.  <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial resources to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.","Individual Empowerment Organization",1,1,NA,NA,NA,NA,NA,1,0,0,59.348,0,NA,NA,NA,NA,NA,80,20,1,2,1,4,NA,6,3,5,3,2,1,2,1,1,1,38,1,30000,2,5,3,1,3,6,1,1,"I think they might use it on necessities like food, clothing, or shelter.","No.",1,NA,NA,NA,0,"R_12ybngD97UfkyGc",FALSE,NA,FALSE,6,"Ind",0,1,0,80,20,TRUE,4,5,3,9,0,0,21213.2034355964,0,0,1,0,0,0,1,1,-0.470631424375918,-0.515062454077884,-0.488921713441654,0.454812637766348,-0.258633357825129,-0.386480529022777,0.483468038207201,0.563556208670096
"16",16,"R_1gzmZid3kwPdJTa","Default Response Set","Anonymous",NA,NA,NA,0,"12/15/18 15:03","12/15/18 15:09",1,NA,"individual","The goal of the <strong>Individual Empowerment Organization</strong>  is to promote individuals' potential to create a better future for themselves. The organization believes that individuals are wise and know best how to help themselves become self-reliant if they have the financial resources to do so. This organization aims to empower individuals to pursue their personal interests and create their own path to independence. <BR><BR>Thus, the Individual Empowerment Organization gives financial resources to individuals to enable them to invest in their personal goals. For example, people might use their unique talents to start a self-run business, invest in job training courses, or create art.  <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial resources to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.","Individual Empowerment Organization",1,1,NA,NA,NA,NA,NA,1,1.624,14.506,17.601,2,NA,NA,NA,NA,NA,80,20,1,1,1,7,NA,4,2,1,1,1,1,2,1,1,2,63,1,30000,2,2,3,1,3,6,1,2,"Food",NA,1,NA,NA,NA,0,"R_1gzmZid3kwPdJTa",FALSE,NA,FALSE,4,"Ind",0,1,0,80,20,TRUE,7,7,7,10,1,0,21213.2034355964,0,0,0,0,0,0,1,1,0.529368575624082,-0.515062454077884,-0.488921713441654,-0.545187362233652,-0.258633357825129,-0.386480529022777,0.483468038207201,0.563556208670096
"17",17,"R_3Hq9s4FADnav77i","Default Response Set","Anonymous",NA,NA,NA,0,"12/15/18 15:06","12/15/18 15:09",1,NA,"individual","The goal of the <strong>Individual Empowerment Organization</strong>  is to promote individuals' potential to create a better future for themselves. The organization believes that individuals are wise and know best how to help themselves become self-reliant if they have the financial resources to do so. This organization aims to empower individuals to pursue their personal interests and create their own path to independence. <BR><BR>Thus, the Individual Empowerment Organization gives financial resources to individuals to enable them to invest in their personal goals. For example, people might use their unique talents to start a self-run business, invest in job training courses, or create art.  <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial resources to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.","Individual Empowerment Organization",1,1,NA,NA,NA,NA,NA,1,0,0,28.417,0,NA,NA,NA,NA,NA,0,100,1,4,1,6,NA,4,2,4,1,6,1,1,1,1,2,25,1,70000,3,3,6,5,3,6,1,2,"NECESSITIES AND COMFORT GOODS",NA,1,NA,NA,NA,0,"R_3Hq9s4FADnav77i",FALSE,NA,FALSE,4,"Ind",0,1,0,0,100,TRUE,6,7,4,5,1,0,40414.5188432738,1,1,0,1,1,0,1,1,0.529368575624082,-0.515062454077884,0.511078286558346,-0.545187362233652,0.741366642174871,-0.386480529022777,0.483468038207201,0.563556208670096
"18",18,"R_UrKH3FakvDYxWEN","Default Response Set","Anonymous",NA,NA,NA,0,"12/15/18 15:05","12/15/18 15:09",1,NA,"poverty","The goal of the <strong>Poverty Alleviation Organization</strong> is to alleviate poverty and reduce financial hardship among the poor. This organization believes that people living in poverty should be given income support to help them meet their basic needs. This organization aims to help promote a decent standard of living among the poor and help them deal with emergencies.<BR><BR>Thus, the Poverty Alleviation Organization gives financial assistance to people to help them make ends meet. For example, with the financial assistance, people might be able to struggle less to afford basic needs, like paying off debts, paying rent, and buying clothes and food. <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial assistance to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.","Poverty Alleviation Organization",1,1,1,7.255,9.673,30.263,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,25,1,3,1,4,NA,4,2,4,1,1,1,1,1,1,2,49,2,10000,1,5,3,1,3,1,4,2,"Paying off debts and meeting basic needs, like food and clothing.",NA,1,NA,NA,NA,0,"R_UrKH3FakvDYxWEN",FALSE,NA,FALSE,4,"Pov",1,0,0,75,25,TRUE,4,7,4,10,1,1,10000,0,0,1,0,0,1,0,1,0.529368575624082,0.484937545922116,-0.488921713441654,0.454812637766348,-0.258633357825129,0.613519470977223,-0.516531961792799,0.563556208670096
"19",19,"R_1q51wFQPHz94bic","Default Response Set","Anonymous",NA,NA,NA,0,"12/15/18 15:05","12/15/18 15:09",1,NA,"community","The goal of the <strong>Community Empowerment Organization</strong> is to enable people to help promote better futures for those they care about and want to support most. The organization believes that people know best how to support each other and grow together if they have financial resources to do so. This organization aims to empower people to improve their own lives and those of the people and communities they care about most. <BR><BR>Thus, the Community Empowerment Organization gives financial resources to community members to enable them to contribute positively to the lives of people important to them. For example, when people can invest in themselves, they are better able to expand employment opportunities for others, provide valuable services to their community, or teach others, including children, useful skills and knowledge. <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial resources to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.","Community Empowerment Organization",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,38.273,0,75,25,1,3,1,3,NA,6,3,4,2,1,1,1,4,1,1,44,1,30000,3,4,5,1,3,1,1,2,"Probably tools or animals that they would use in farming.  They sure wouldn't spend it on luxury.","no",1,NA,NA,NA,0,"R_1q51wFQPHz94bic",FALSE,NA,FALSE,6,"Com",0,0,1,75,25,TRUE,3,6,4,10,0,0,17320.5080756888,0,0,0,1,0,0,0,1,-0.470631424375918,-0.515062454077884,-0.488921713441654,-0.545187362233652,-0.258633357825129,-0.386480529022777,-0.516531961792799,0.563556208670096
"20",20,"R_1DRMBUGiLzdlL6Z","Default Response Set","Anonymous",NA,NA,NA,0,"12/15/18 15:04","12/15/18 15:09",1,NA,"individual","The goal of the <strong>Individual Empowerment Organization</strong>  is to promote individuals' potential to create a better future for themselves. The organization believes that individuals are wise and know best how to help themselves become self-reliant if they have the financial resources to do so. This organization aims to empower individuals to pursue their personal interests and create their own path to independence. <BR><BR>Thus, the Individual Empowerment Organization gives financial resources to individuals to enable them to invest in their personal goals. For example, people might use their unique talents to start a self-run business, invest in job training courses, or create art.  <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial resources to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.","Individual Empowerment Organization",1,1,NA,NA,NA,NA,NA,1,0,0,22.32,0,NA,NA,NA,NA,NA,100,0,1,1,1,5,4,NA,2,5,2,1,1,1,1,1,2,35,1,50000,1,5,5,5,2,6,3,2,"food","If I win the $100, I will donate most of it to the Salvation Army.",1,NA,NA,NA,0,"R_1DRMBUGiLzdlL6Z",FALSE,NA,FALSE,4,"Ind",0,1,0,100,0,FALSE,5,6,3,10,1,0,50000,1,0,1,1,1,1,1,0,0.529368575624082,-0.515062454077884,0.511078286558346,0.454812637766348,0.741366642174871,0.613519470977223,0.483468038207201,-0.436443791329904
"21",21,"R_2XodWS9vHtF67hT","Default Response Set","Anonymous",NA,NA,NA,0,"12/15/18 15:05","12/15/18 15:09",1,NA,"community","The goal of the <strong>Community Empowerment Organization</strong> is to enable people to help promote better futures for those they care about and want to support most. The organization believes that people know best how to support each other and grow together if they have financial resources to do so. This organization aims to empower people to improve their own lives and those of the people and communities they care about most. <BR><BR>Thus, the Community Empowerment Organization gives financial resources to community members to enable them to contribute positively to the lives of people important to them. For example, when people can invest in themselves, they are better able to expand employment opportunities for others, provide valuable services to their community, or teach others, including children, useful skills and knowledge. <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial resources to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.","Community Empowerment Organization",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.537,13.408,15.938,4,100,0,1,3,1,4,NA,7,3,4,4,1,1,1,1,1,1,23,2,50000,2,3,2,2,2,6,1,2,"Food and supplies",NA,1,NA,NA,NA,0,"R_2XodWS9vHtF67hT",FALSE,NA,FALSE,7,"Com",0,0,1,100,0,FALSE,4,4,4,10,0,1,35355.3390593274,1,0,0,0,1,0,1,0,-0.470631424375918,0.484937545922116,0.511078286558346,-0.545187362233652,0.741366642174871,-0.386480529022777,0.483468038207201,-0.436443791329904
"22",22,"R_3KGCm4LKCrpFeQ7","Default Response Set","Anonymous",NA,NA,NA,0,"12/15/18 15:04","12/15/18 15:09",1,NA,"community","The goal of the <strong>Community Empowerment Organization</strong> is to enable people to help promote better futures for those they care about and want to support most. The organization believes that people know best how to support each other and grow together if they have financial resources to do so. This organization aims to empower people to improve their own lives and those of the people and communities they care about most. <BR><BR>Thus, the Community Empowerment Organization gives financial resources to community members to enable them to contribute positively to the lives of people important to them. For example, when people can invest in themselves, they are better able to expand employment opportunities for others, provide valuable services to their community, or teach others, including children, useful skills and knowledge. <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial resources to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.","Community Empowerment Organization",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,31.969,0,100,0,1,3,1,4,NA,4,2,3,4,5,1,2,1,1,1,29,2,70000,4,4,4,2,3,6,1,2,"cost of living",NA,1,NA,NA,NA,0,"R_3KGCm4LKCrpFeQ7",FALSE,NA,FALSE,4,"Com",0,0,1,100,0,FALSE,4,4,5,6,0,1,35000,1,1,0,0,1,0,1,1,-0.470631424375918,0.484937545922116,0.511078286558346,-0.545187362233652,0.741366642174871,-0.386480529022777,0.483468038207201,0.563556208670096
"23",23,"R_1ond8pydLot5JZD","Default Response Set","Anonymous",NA,NA,NA,0,"12/15/18 15:03","12/15/18 15:09",1,NA,"community","The goal of the <strong>Community Empowerment Organization</strong> is to enable people to help promote better futures for those they care about and want to support most. The organization believes that people know best how to support each other and grow together if they have financial resources to do so. This organization aims to empower people to improve their own lives and those of the people and communities they care about most. <BR><BR>Thus, the Community Empowerment Organization gives financial resources to community members to enable them to contribute positively to the lives of people important to them. For example, when people can invest in themselves, they are better able to expand employment opportunities for others, provide valuable services to their community, or teach others, including children, useful skills and knowledge. <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial resources to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.","Community Empowerment Organization",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6.469,49.102,66.496,16,25,75,1,4,1,3,4,NA,2,5,4,4,1,2,1,1,2,27,2,30000,4,5,3,2,2,1,5,2,"Food and living expenses","No",1,NA,NA,NA,0,"R_1ond8pydLot5JZD",FALSE,NA,FALSE,4,"Com",0,0,1,25,75,TRUE,3,4,3,7,1,1,15000,0,0,1,0,1,1,0,0,0.529368575624082,0.484937545922116,-0.488921713441654,0.454812637766348,0.741366642174871,0.613519470977223,-0.516531961792799,-0.436443791329904
"24",24,"R_AKVRpqWkFWQNGBb","Default Response Set","Anonymous",NA,NA,NA,0,"12/15/18 15:05","12/15/18 15:09",1,NA,"individual","The goal of the <strong>Individual Empowerment Organization</strong>  is to promote individuals' potential to create a better future for themselves. The organization believes that individuals are wise and know best how to help themselves become self-reliant if they have the financial resources to do so. This organization aims to empower individuals to pursue their personal interests and create their own path to independence. <BR><BR>Thus, the Individual Empowerment Organization gives financial resources to individuals to enable them to invest in their personal goals. For example, people might use their unique talents to start a self-run business, invest in job training courses, or create art.  <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial resources to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.","Individual Empowerment Organization",1,1,NA,NA,NA,NA,NA,1,4.876,19.189,20.256,3,NA,NA,NA,NA,NA,50,50,1,3,1,2,7,NA,2,4,4,5,1,1,1,1,1,52,1,30000,3,5,1,1,2,6,1,1,"Mostly administration costs.",NA,1,NA,NA,NA,0,"R_AKVRpqWkFWQNGBb",FALSE,NA,FALSE,7,"Ind",0,1,0,50,50,TRUE,2,4,4,6,0,0,17320.5080756888,0,0,1,0,0,0,1,0,-0.470631424375918,-0.515062454077884,-0.488921713441654,0.454812637766348,-0.258633357825129,-0.386480529022777,0.483468038207201,-0.436443791329904
"25",25,"R_bd5KkF0Pj62h9Sh","Default Response Set","Anonymous",NA,NA,NA,0,"12/15/18 15:04","12/15/18 15:09",1,NA,"poverty","The goal of the <strong>Poverty Alleviation Organization</strong> is to alleviate poverty and reduce financial hardship among the poor. This organization believes that people living in poverty should be given income support to help them meet their basic needs. This organization aims to help promote a decent standard of living among the poor and help them deal with emergencies.<BR><BR>Thus, the Poverty Alleviation Organization gives financial assistance to people to help them make ends meet. For example, with the financial assistance, people might be able to struggle less to afford basic needs, like paying off debts, paying rent, and buying clothes and food. <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial assistance to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.","Poverty Alleviation Organization",1,1,1,0,0,34.676,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,1,1,1,3,NA,2,1,6,5,1,1,1,1,1,1,39,1,30000,1,3,3,1,2,6,1,2,"I assume given the scenario most would spend it on food.","You do not indicate what percentage of donation go to these poor recipients. I just assume most of it goes to the salaries of the individuals running the charity.",1,NA,NA,NA,0,"R_bd5KkF0Pj62h9Sh",FALSE,NA,FALSE,2,"Pov",1,0,0,100,0,FALSE,3,3,2,10,0,0,30000,0,0,0,0,0,0,1,0,-0.470631424375918,-0.515062454077884,-0.488921713441654,-0.545187362233652,-0.258633357825129,-0.386480529022777,0.483468038207201,-0.436443791329904
"26",26,"R_abJaAMyTbUSsnlL","Default Response Set","Anonymous",NA,NA,NA,0,"12/15/18 15:03","12/15/18 15:09",1,NA,"community","The goal of the <strong>Community Empowerment Organization</strong> is to enable people to help promote better futures for those they care about and want to support most. The organization believes that people know best how to support each other and grow together if they have financial resources to do so. This organization aims to empower people to improve their own lives and those of the people and communities they care about most. <BR><BR>Thus, the Community Empowerment Organization gives financial resources to community members to enable them to contribute positively to the lives of people important to them. For example, when people can invest in themselves, they are better able to expand employment opportunities for others, provide valuable services to their community, or teach others, including children, useful skills and knowledge. <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial resources to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.","Community Empowerment Organization",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4.371,41.539,55.394,2,50,50,1,3,1,5,4,NA,2,1,2,2,1,1,4,1,2,50,1,50000,2,3,2,1,3,2,2,2,"Save it for important events. weddings of family. Books  ","No problems Thanks and good luck with your work",1,NA,NA,NA,0,"R_abJaAMyTbUSsnlL",FALSE,NA,FALSE,4,"Com",0,0,1,50,50,TRUE,5,6,7,9,1,0,35355.3390593274,1,0,0,0,0,0,0,1,0.529368575624082,-0.515062454077884,0.511078286558346,-0.545187362233652,-0.258633357825129,-0.386480529022777,-0.516531961792799,0.563556208670096
"27",27,"R_1zzGqgmdHf5C4o1","Default Response Set","Anonymous",NA,NA,NA,0,"12/15/18 15:04","12/15/18 15:09",1,NA,"poverty","The goal of the <strong>Poverty Alleviation Organization</strong> is to alleviate poverty and reduce financial hardship among the poor. This organization believes that people living in poverty should be given income support to help them meet their basic needs. This organization aims to help promote a decent standard of living among the poor and help them deal with emergencies.<BR><BR>Thus, the Poverty Alleviation Organization gives financial assistance to people to help them make ends meet. For example, with the financial assistance, people might be able to struggle less to afford basic needs, like paying off debts, paying rent, and buying clothes and food. <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial assistance to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.","Poverty Alleviation Organization",1,1,1,1.726,5.424,39.575,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,30,1,1,1,5,4,NA,2,6,3,1,1,1,1,1,1,34,2,70000,1,5,4,5,3,6,1,2,"Most likely food.","None",1,NA,NA,NA,0,"R_1zzGqgmdHf5C4o1",FALSE,NA,FALSE,4,"Pov",1,0,0,70,30,TRUE,5,5,2,10,0,1,70000,1,1,1,0,1,0,1,1,-0.470631424375918,0.484937545922116,0.511078286558346,0.454812637766348,0.741366642174871,-0.386480529022777,0.483468038207201,0.563556208670096
